season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
1972/73,1973-02-10T00:00:00Z,St Lukes College,A,2-1,W,"Trevor Rhodes, Dave Stone",WLP,NA,32,16,2,1,NA,Dave Stone,NA,league,3,24,1.5
1972/73,1973-02-14T00:00:00Z,Yeovil Town,A,0-1,L,NA,SProC,1,33,1,0,1,NA,Dave Stone,NA,cup,NA,NA,NA
1972/73,1973-02-17T00:00:00Z,Bristol City Colts,H,1-1,D,Steve Gay,WLP,NA,34,17,1,1,NA,Dave Stone,NA,league,1,25,1.4705882352941178
1972/73,1973-02-25T00:00:00Z,Ashtonians United,A,1-1,D,Steve Gay,WLP,NA,35,18,1,1,NA,Dave Stone,NA,league,1,26,1.4444444444444444
1972/73,1973-03-04T00:00:00Z,Devizes Town,A,1-1,D,Kelvin Grainger,WLP,NA,36,19,1,1,NA,Dave Stone,NA,league,1,27,1.4210526315789473
1972/73,1973-03-10T00:00:00Z,Barnstaple Town,H,1-1,D,Steve Gay,WLP,NA,37,20,1,1,NA,Dave Stone,NA,league,1,28,1.4
1972/73,1973-03-17T00:00:00Z,Torquay United Reserves,A,2-1,W,"Bill Richards, Keith Huggins",WLP,NA,38,21,2,1,NA,Dave Stone,NA,league,3,31,1.4761904761904763
1972/73,1973-03-24T00:00:00Z,Barnstaple Town,A,0-1,L,NA,WLP,NA,39,22,0,1,NA,Dave Stone,NA,league,0,31,1.4090909090909092
1972/73,1973-03-31T00:00:00Z,Avon Bradford,A,2-1,W,Bill Richards 2,WLP,NA,40,23,2,1,NA,Dave Stone,NA,league,3,34,1.4782608695652173
1972/73,1973-04-04T00:00:00Z,Mangotsfield United,H,0-1,L,NA,WLP,NA,41,24,0,1,NA,Dave Stone,NA,league,0,34,1.4166666666666667
1972/73,1973-04-07T00:00:00Z,Torquay United Reserves,H,0-1,L,NA,WLP,NA,42,25,0,1,NA,Dave Stone,NA,league,0,34,1.36
1972/73,1973-04-14T00:00:00Z,Frome Town,A,1-1,D,John Watkins,WLP,NA,43,26,1,1,NA,Dave Stone,NA,league,1,35,1.3461538461538463
1972/73,1973-04-20T00:00:00Z,Glastonbury,H,1-1,D,John Watkins,WLP,NA,44,27,1,1,NA,Dave Stone,NA,league,1,36,1.3333333333333333
1972/73,1973-04-21T00:00:00Z,Devizes Town,H,2-1,W,"Bill Richards, Ian Hamilton",WLP,NA,45,28,2,1,NA,Dave Stone,NA,league,3,39,1.3928571428571428
1972/73,1973-04-23T00:00:00Z,Glastonbury,A,2-1,W,Bill Richards 2,WLP,NA,46,29,2,1,NA,Dave Stone,NA,league,3,42,1.4482758620689655
1972/73,1973-04-29T00:00:00Z,St Lukes College,H,0-1,L,NA,WLP,NA,47,30,0,1,NA,Dave Stone,NA,league,0,42,1.4
1973/74,1973-08-11T00:00:00Z,Ashtonians United,H,2-1,W,Ian Henderson 2,WLP,NA,1,1,2,1,NA,Dave Stone,NA,league,3,3,3
1973/74,1973-08-15T00:00:00Z,Devizes Town,A,2-1,W,"Ian Henderson, Colin Calloway",WLP,NA,2,2,2,1,NA,Dave Stone,NA,league,3,6,3
1973/74,1973-08-18T00:00:00Z,Mangotsfield United,H,1-1,D,Ian Henderson,WLP,NA,3,3,1,1,NA,Dave Stone,NA,league,1,7,2.3333333333333335
1973/74,1973-08-25T00:00:00Z,Exeter City Reserves,H,2-1,W,"Geoff Elliott, Dave Stone",WLP,NA,4,4,2,1,NA,Dave Stone,NA,league,3,10,2.5
1973/74,1973-08-29T00:00:00Z,Chippenham Town,H,1-1,D,Colin Calloway,WLP,NA,5,5,1,1,NA,Dave Stone,NA,league,1,11,2.2
1973/74,1973-09-01T00:00:00Z,Mangotsfield United,H,1-1,D,Geoff Elliott,FAC,P,6,1,1,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-09-05T00:00:00Z,Chippenham Town,A,4-1,W,"Trevor Rhodes 2, Mike Roberts 2",WLP,NA,7,6,4,1,NA,Dave Stone,NA,league,3,14,2.3333333333333335
1973/74,1973-09-08T00:00:00Z,Tiverton Town,H,2-1,W,"Ian Henderson, Colin Calloway",WLP,NA,8,7,2,1,NA,Dave Stone,NA,league,3,17,2.4285714285714284
1973/74,1973-09-12T00:00:00Z,Keynsham Town,H,2-1,W,"Elliott, Ian Henderson",WLP,NA,9,8,2,1,NA,Dave Stone,NA,league,3,20,2.5
1973/74,1973-09-15T00:00:00Z,Tiverton Town,A,2-1,W,"Dave Stone, Geoff Elliott",WLP,NA,10,9,2,1,NA,Dave Stone,NA,league,3,23,2.5555555555555554
1973/74,1973-09-22T00:00:00Z,Devizes Town,H,1-1,D,Ian Henderson,WLP,NA,11,10,1,1,NA,Dave Stone,NA,league,1,24,2.4
1973/74,1973-09-29T00:00:00Z,Bridport,A,0-1,L,NA,WLP,NA,12,11,0,1,NA,Dave Stone,NA,league,0,24,2.1818181818181817
1973/74,1973-10-06T00:00:00Z,Avon Bradford,H,2-1,W,"Ian Henderson, Colin Calloway",WLP,NA,13,12,2,1,NA,Dave Stone,NA,league,3,27,2.25
1973/74,1973-10-13T00:00:00Z,Bridport,H,1-1,D,Geoff Elliott,FAT,1Q,14,1,1,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-10-20T00:00:00Z,Exmouth Town,A,2-1,W,"Ian Henderson, Trevor Rhodes",WLP,NA,15,13,2,1,NA,Dave Stone,NA,league,3,30,2.3076923076923075
1973/74,1973-10-25T00:00:00Z,Bridport,A,2-1,W,"Ian Henderson, Colin Calloway",FAT,1QR,16,2,2,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-10-28T00:00:00Z,Bodmin Town,A,3-1,W,"Kelvin Grainger, Colin Calloway, Geoff Elliott",PC,1,17,1,3,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-11-03T00:00:00Z,Taunton Town,H,0-1,L,NA,WLP,NA,18,14,0,1,NA,Dave Stone,NA,league,0,30,2.142857142857143
1973/74,1973-11-10T00:00:00Z,Wadebridge Town,H,4-1,W,"Colin Calloway 3, Geoff Elliott",FAT,2Q,19,3,4,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-11-17T00:00:00Z,Exeter City Reserves,A,4-1,W,"Ian Henderson, Steve Coles, Geoff Elliott, Colin Calloway",WLP,NA,20,15,4,1,NA,Dave Stone,NA,league,3,33,2.2
1973/74,1973-12-01T00:00:00Z,Dorchester Town,H,3-1,W,"Trevor Rhodes, Colin Calloway 2",FAT,3Q,21,4,3,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-12-08T00:00:00Z,Ashtonians United,A,2-1,W,"Steve Coles, Ian Henderson",WLP,NA,22,16,2,1,NA,Dave Stone,NA,league,3,36,2.25
1973/74,1973-12-15T00:00:00Z,Keynsham Town,A,4-1,W,"Colin Calloway 2, Ian Henderson, Dave Stone",WLP,NA,23,17,4,1,NA,Dave Stone,NA,league,3,39,2.2941176470588234
1973/74,1973-12-16T00:00:00Z,Holsworthy,H,4-1,W,"Colin Calloway 2, Ian Henderson 2",PC,2,24,2,4,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1973-12-26T00:00:00Z,Frome Town,H,1-1,D,Colin Calloway,WLP,NA,25,18,1,1,NA,Dave Stone,NA,league,1,40,2.2222222222222223
1973/74,1973-12-29T00:00:00Z,Weston-super-Mare,A,3-1,W,"Colin Calloway, Ian Henderson, Steve Coles",WLP,NA,26,19,3,1,NA,Dave Stone,NA,league,3,43,2.263157894736842
1973/74,1974-01-01T00:00:00Z,Frome Town,A,3-1,W,"Ian Henderson, Colin Calloway 2",WLP,NA,27,20,3,1,NA,Dave Stone,NA,league,3,46,2.3
1973/74,1974-01-12T00:00:00Z,Merthyr Tydfil,A,3-1,W,Colin Calloway 3,FAT,1,28,5,3,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-01-19T00:00:00Z,Merthyr Tydfil,H,0-1,L,NA,FAT,1R,29,6,0,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-01-27T00:00:00Z,Bridport,H,0-1,L,NA,WLP,NA,30,21,0,1,NA,Dave Stone,NA,league,0,46,2.1904761904761907
1973/74,1974-02-03T00:00:00Z,Cinderford Town,A,1-1,D,Colin Calloway,PC,QF,31,3,1,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-02-17T00:00:00Z,Street,H,12-1,W,"Dave Stone, Trevor Rhodes 2, Colin Calloway 4, Geoff Elliott, Keith Watkins, Ian Henderson 3",SPC,1,32,1,12,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-02-24T00:00:00Z,Barnstaple Town,H,3-1,W,"Ian Henderson 2, Steve Coles",WLP,NA,33,22,3,1,NA,Dave Stone,NA,league,3,49,2.227272727272727
1973/74,1974-03-02T00:00:00Z,Dawlish,H,4-1,W,"Colin Calloway 3, Kelvin Grainger",WLP,NA,34,23,4,1,NA,Dave Stone,NA,league,3,52,2.260869565217391
1973/74,1974-03-09T00:00:00Z,Taunton Town,A,2-1,W,Ian Henderson 2,WLP,NA,35,24,2,1,NA,Dave Stone,NA,league,3,55,2.2916666666666665
1973/74,1974-03-16T00:00:00Z,Minehead,A,0-1,L,NA,SPC,2,36,2,0,1,NA,Dave Stone,NA,cup,NA,NA,NA
1973/74,1974-03-24T00:00:00Z,St Lukes College,H,2-1,W,Colin Calloway 2,WLP,NA,37,25,2,1,NA,Dave Stone,NA,league,3,58,2.32
1973/74,1974-03-30T00:00:00Z,Avon Bradford,A,3-1,W,"Colin Calloway, Kelvin Grainger, Trevor Rhodes",WLP,NA,38,26,3,1,NA,Dave Stone,NA,league,3,61,2.3461538461538463
1973/74,1974-04-06T00:00:00Z,Dawlish,A,2-1,W,"Ian Henderson, Colin Calloway",WLP,NA,39,27,2,1,NA,Dave Stone,NA,league,3,64,2.3703703703703702
1973/74,1974-04-12T00:00:00Z,Glastonbury,H,2-1,W,"Ian Henderson, Colin Calloway",WLP,NA,40,28,2,1,NA,Dave Stone,NA,league,3,67,2.392857142857143
1973/74,1974-04-13T00:00:00Z,Exmouth Town,H,6-1,W,"Trevor Rhodes 2, Ian Henderson, Bob Walker, Colin Calloway 2",WLP,NA,41,29,6,1,NA,Dave Stone,NA,league,3,70,2.413793103448276
1973/74,1974-04-15T00:00:00Z,Glastonbury,A,1-1,D,Trevor Rhodes (p),WLP,NA,42,30,1,1,NA,Dave Stone,NA,league,1,71,2.3666666666666667
1973/74,1974-04-20T00:00:00Z,Mangotsfield United,A,2-1,W,"Ian Henderson, Millard (OG)",WLP,NA,43,31,2,1,NA,Dave Stone,NA,league,3,74,2.3870967741935485
1973/74,1974-04-24T00:00:00Z,Weston-super-Mare,H,5-1,W,"Colin Calloway 3, Ian Henderson 2",WLP,NA,44,32,5,1,NA,Dave Stone,NA,league,3,77,2.40625
1973/74,1974-04-27T00:00:00Z,St Lukes College,A,1-1,D,Simon Wellington,WLP,NA,45,33,1,1,NA,Dave Stone,NA,league,1,78,2.3636363636363638
1973/74,1974-04-30T00:00:00Z,Bridgwater Town,A,3-1,W,Colin Calloway 3,WLP,NA,46,34,3,1,NA,Dave Stone,NA,league,3,81,2.3823529411764706
1973/74,1974-05-05T00:00:00Z,Bridgwater Town,H,2-1,W,Ian Henderson 2,WLP,NA,47,35,2,1,NA,Dave Stone,NA,league,3,84,2.4
1973/74,1974-05-11T00:00:00Z,Barnstaple Town,A,2-1,W,"Colin Calloway, Ian Henderson",WLP,NA,48,36,2,1,NA,Dave Stone,NA,league,3,87,2.4166666666666665
1974/75,1974-08-17T00:00:00Z,Taunton Town,H,3-1,W,"Colin Calloway 2, Trevor Rhodes",AYC,FL1,1,1,3,1,NA,Dave Stone,NA,cup,NA,NA,NA
1974/75,1974-08-20T00:00:00Z,Paulton Rovers,A,0-1,L,NA,WLP,NA,2,1,0,1,NA,Dave Stone,NA,league,0,0,0
1974/75,1974-08-24T00:00:00Z,Taunton Town,A,2-1,W,"Colin Calloway, Ian Henderson",AYC,FL2,3,2,2,1,NA,Dave Stone,NA,cup,NA,NA,NA
1974/75,1974-08-28T00:00:00Z,Clevedon,H,3-1,W,"Trevor Rhodes, Ian Henderson",WLP,NA,4,2,3,1,NA,Dave Stone,NA,league,3,3,1.5
1974/75,1974-08-31T00:00:00Z,Melksham Town,H,1-1,D,Colin Calloway,WLP,NA,5,3,1,1,NA,Dave Stone,NA,league,1,4,1.3333333333333333
1974/75,1974-09-04T00:00:00Z,Keynsham Town,H,4-1,W,"Colin Calloway, Ian Henderson 3",WLP,NA,6,4,4,1,NA,Dave Stone,NA,league,3,7,1.75
1974/75,1974-09-07T00:00:00Z,Chippenham Town,A,3-1,W,"Derrick Vaughan 2, Ian Henderson",WLP,NA,7,5,3,1,NA,NA,NA,league,3,10,2
1974/75,1974-09-11T00:00:00Z,Keynsham Town,A,4-1,W,"Ian Henderson 2, Colin Calloway 2",WLP,NA,8,6,4,1,NA,Arnold Rodgers,NA,league,3,13,2.1666666666666665
1974/75,1974-09-14T00:00:00Z,Frome Town,H,1-1,D,Trevor Rhodes,FAC,1Q,9,1,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-09-18T00:00:00Z,Frome Town,A,2-1,W,"Ian Henderson, Kelvin Grainger",FAC,1QR,10,2,2,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-09-21T00:00:00Z,Cinderford Town,H,3-1,W,"Ian Henderson 2, Kelvin Grainger",FAT,P,11,1,3,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-09-28T00:00:00Z,Wycombe Wanderers,H,1-1,D,Derrick Vaughan,RC,F,12,1,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-10-05T00:00:00Z,Weymouth,A,1-1,D,Jeff Elliott,FAC,2Q,13,3,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1974-10-12T00:00:00Z,Mangotsfield United,A,0-1,L,NA,WLP,NA,14,7,0,1,NA,Arnold Rodgers,NA,league,0,13,1.8571428571428572
1974/75,1974-10-19T00:00:00Z,Westland-Yeovil,H,2-1,W,"Chris Slateford, Ian Henderson",WLP,NA,15,8,2,1,NA,Arnold Rodgers,NA,league,3,16,2
1974/75,1974-10-26T00:00:00Z,St Lukes College,A,1-1,D,Trevor Rhodes,WLP,NA,16,9,1,1,NA,Arnold Rodgers,NA,league,1,17,1.8888888888888888
1974/75,1974-11-02T00:00:00Z,Exmouth Town,H,2-1,W,"Ian Henderson, Terry Burt",WLP,NA,17,10,2,1,NA,Arnold Rodgers,NA,league,3,20,2
1974/75,1974-11-09T00:00:00Z,Westland-Yeovil,A,1-1,D,OG,WLP,NA,18,11,1,1,NA,Arnold Rodgers,NA,league,1,21,1.9090909090909092
1974/75,1974-11-16T00:00:00Z,Chippenham Town,H,4-1,W,"Bob Tossell, Ian Henderson 2, Trevor Rhodes",WLP,NA,19,12,4,1,NA,Arnold Rodgers,NA,league,3,24,2
1974/75,1974-11-23T00:00:00Z,Bridport,A,3-1,W,"Derrick Vaughan, Ian Henderson, Geoff Elliott",WLP,NA,20,13,3,1,NA,Arnold Rodgers,NA,league,3,27,2.076923076923077
1974/75,1974-11-30T00:00:00Z,Bridgwater Town,H,0-1,L,NA,WLP,NA,21,14,0,1,NA,Arnold Rodgers,NA,league,0,27,1.9285714285714286
1974/75,1974-12-07T00:00:00Z,Exmouth Town,A,1-1,D,Johnny Pine,WLP,NA,22,15,1,1,NA,Arnold Rodgers,NA,league,1,28,1.8666666666666667
1974/75,1974-12-14T00:00:00Z,St Lukes College,H,4-1,W,"Keith Watkins, Ian Henderson 2, Trevor Rhodes",WLP,NA,23,16,4,1,NA,Arnold Rodgers,NA,league,3,31,1.9375
1974/75,1974-12-26T00:00:00Z,Frome Town,A,1-1,D,Ian Henderson,WLP,NA,24,17,1,1,NA,Arnold Rodgers,NA,league,1,32,1.8823529411764706
1974/75,1974-12-28T00:00:00Z,Taunton Town,A,0-1,L,NA,WLP,NA,25,18,0,1,NA,Arnold Rodgers,NA,league,0,32,1.7777777777777777
1974/75,1975-01-01T00:00:00Z,Frome Town,H,1-1,D,Keith Watkins,WLP,NA,26,19,1,1,NA,Arnold Rodgers,NA,league,1,33,1.736842105263158
1974/75,1975-01-04T00:00:00Z,Dawlish,A,6-1,W,"Ian Henderson 4, Chris Slateford, Paul Ford",WLP,NA,27,20,6,1,NA,Arnold Rodgers,NA,league,3,36,1.8
1974/75,1975-01-11T00:00:00Z,Devizes Town,H,1-1,D,Ian Henderson,WLP,NA,28,21,1,1,NA,Arnold Rodgers,NA,league,1,37,1.7619047619047619
1974/75,1975-01-18T00:00:00Z,Falmouth Town,A,0-1,L,NA,WLP,NA,29,22,0,1,NA,Arnold Rodgers,NA,league,0,37,1.6818181818181819
1974/75,1975-02-01T00:00:00Z,Glastonbury,H,1-1,D,Terry Burt,SProC,2,30,1,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1975-02-08T00:00:00Z,Weston-super-Mare,A,2-1,W,"Ian Henderson, Geoff Elliott",WLP,NA,31,23,2,1,NA,Arnold Rodgers,NA,league,3,40,1.7391304347826086
1974/75,1975-02-22T00:00:00Z,Barnstaple Town,A,2-1,W,"Geoff Elliott, Ian Henderson",WLP,NA,32,24,2,1,NA,Arnold Rodgers,NA,league,3,43,1.7916666666666667
1974/75,1975-03-01T00:00:00Z,Devizes Town,A,0-1,L,NA,WLP,NA,33,25,0,1,NA,Arnold Rodgers,NA,league,0,43,1.72
1974/75,1975-03-08T00:00:00Z,Paulton Rovers,A,1-1,D,Ian Henderson,WCC,1,34,1,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1975-03-15T00:00:00Z,Keynsham Town,H,1-1,D,Ian Henderson,WCC,2,35,2,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1974/75,1975-03-22T00:00:00Z,Clevedon,A,2-1,W,"Tony Gough, Ian Henderson",WLP,NA,36,26,2,1,NA,Arnold Rodgers,NA,league,3,46,1.7692307692307692
1974/75,1975-03-29T00:00:00Z,Falmouth Town,H,0-1,L,NA,WLP,NA,37,27,0,1,NA,Arnold Rodgers,NA,league,0,46,1.7037037037037037
1974/75,1975-03-31T00:00:00Z,Glastonbury,A,0-1,L,NA,WLP,NA,38,28,0,1,NA,Arnold Rodgers,NA,league,0,46,1.6428571428571428
1974/75,1975-04-05T00:00:00Z,Barnstaple Town,H,2-1,W,"Keith Watkins, Ian Henderson",WLP,NA,39,29,2,1,NA,Arnold Rodgers,NA,league,3,49,1.6896551724137931
1974/75,1975-04-09T00:00:00Z,Melksham Town,A,0-1,L,NA,WLP,NA,40,30,0,1,NA,Arnold Rodgers,NA,league,0,49,1.6333333333333333
1974/75,1975-04-12T00:00:00Z,Paulton Rovers,H,2-1,W,"Ian Henderson, Geoff Elliott",WLP,NA,41,31,2,1,NA,Arnold Rodgers,NA,league,3,52,1.6774193548387097
1974/75,1975-04-14T00:00:00Z,Mangotsfield United,H,0-1,L,NA,WLP,NA,42,32,0,1,NA,Arnold Rodgers,NA,league,0,52,1.625
1974/75,1975-04-16T00:00:00Z,Weston-super-Mare,H,0-1,L,NA,WLP,NA,43,33,0,1,NA,Arnold Rodgers,NA,league,0,52,1.5757575757575757
1974/75,1975-04-19T00:00:00Z,Bridgwater Town,A,0-1,L,NA,WLP,NA,44,34,0,1,NA,Arnold Rodgers,NA,league,0,52,1.5294117647058822
1974/75,1975-04-23T00:00:00Z,Taunton Town,H,2-1,W,"Roger Brown, Tony Gough",WLP,NA,45,35,2,1,NA,Arnold Rodgers,NA,league,3,55,1.5714285714285714
1974/75,1975-04-26T00:00:00Z,Tiverton Town,H,1-1,D,Trevor Rhodes,WLP,NA,46,36,1,1,NA,Arnold Rodgers,NA,league,1,56,1.5555555555555556
1974/75,1975-04-30T00:00:00Z,Glastonbury,H,4-1,W,"Ian Henderson 2, John Allen 2",WLP,NA,47,37,4,1,NA,Arnold Rodgers,NA,league,3,59,1.5945945945945945
1974/75,1975-05-04T00:00:00Z,Tiverton Town,A,2-1,W,"Trevor Rhodes, Clive Doughty",WLP,NA,48,38,2,1,NA,Arnold Rodgers,NA,league,3,62,1.631578947368421
1974/75,1975-05-10T00:00:00Z,Bridport,H,2-1,W,"Trevor Rhodes, Terry Burt",WLP,NA,49,39,2,1,NA,Arnold Rodgers,NA,league,3,65,1.6666666666666667
1974/75,1975-05-14T00:00:00Z,Dawlish,H,0-1,L,NA,WLP,NA,50,40,0,1,NA,Arnold Rodgers,NA,league,0,65,1.625
1975/76,1975-08-16T00:00:00Z,Devizes Town,A,0-1,L,NA,WLP,NA,1,1,0,1,NA,Arnold Rodgers,NA,league,0,0,0
1975/76,1975-08-20T00:00:00Z,Clevedon,H,0-1,L,NA,WLP,NA,2,2,0,1,NA,Arnold Rodgers,NA,league,0,0,0
1975/76,1975-08-23T00:00:00Z,Mangotsfield United,H,0-1,L,NA,WLP,NA,3,3,0,1,NA,Arnold Rodgers,NA,league,0,0,0
1975/76,1975-08-27T00:00:00Z,Chippenham Town,A,2-1,W,"John Parker, John Allen",WLP,NA,4,4,2,1,NA,Arnold Rodgers,NA,league,3,3,0.75
1975/76,1975-08-30T00:00:00Z,Taunton Town,A,0-1,L,NA,WLP,NA,5,5,0,1,NA,Arnold Rodgers,NA,league,0,3,0.6
1975/76,1975-09-03T00:00:00Z,Melksham Town,H,4-1,W,"Roger Brown, Philip Gould, John Allen, John Parker",WLP,NA,6,6,4,1,NA,Arnold Rodgers,NA,league,3,6,1
1975/76,1975-09-06T00:00:00Z,Frome Town,A,0-1,L,NA,WLP,NA,7,7,0,1,NA,Arnold Rodgers,NA,league,0,6,0.8571428571428571
1975/76,1975-09-10T00:00:00Z,Devizes Town,H,2-1,W,"John Allen, Trevor Rhodes",WLP,NA,8,8,2,1,NA,Arnold Rodgers,NA,league,3,9,1.125
1975/76,1975-09-13T00:00:00Z,Alvechurch,H,1-1,D,John Allen,FAC,1Q,9,1,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1975/76,1975-09-20T00:00:00Z,Mangotsfield United,A,1-1,D,P Abrahams,FAT,P,10,1,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1975/76,1975-09-27T00:00:00Z,Bideford,A,3-1,W,"P Abrahams, John Allen, Philip Gould",WLP,NA,11,9,3,1,NA,Arnold Rodgers,NA,league,3,12,1.3333333333333333
1975/76,1975-10-04T00:00:00Z,Bridgwater Town,H,2-1,W,"John Allen, John Parker",WLP,NA,12,10,2,1,NA,Arnold Rodgers,NA,league,3,15,1.5
1975/76,1975-10-11T00:00:00Z,Dorchester Town,H,1-1,D,Lindsay Jacobs,FAT,1Q,13,2,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1975/76,1975-10-18T00:00:00Z,Keynsham Town,H,3-1,W,"John Parker, Philip Gould, Trevor Rhodes",WLP,NA,14,11,3,1,NA,Arnold Rodgers,NA,league,3,18,1.6363636363636365
1975/76,1975-10-25T00:00:00Z,Bishop Auckland,H,1-1,D,Philip Gould,RKO,1,15,1,1,1,NA,Arnold Rodgers,NA,cup,NA,NA,NA
1975/76,1975-11-01T00:00:00Z,Tiverton Town,H,0-1,L,NA,WLP,NA,16,12,0,1,NA,Arnold Rodgers,NA,league,0,18,1.5
1975/76,1975-11-08T00:00:00Z,Frome Town,H,1-1,D,John Parker,WLP,NA,17,13,1,1,NA,Arnold Rodgers,NA,league,1,19,1.4615384615384615
1975/76,1975-11-15T00:00:00Z,Clevedon,A,2-1,W,"Philip Gould, OG",WLP,NA,18,14,2,1,NA,Arnold Rodgers,NA,league,3,22,1.5714285714285714
1975/76,1975-11-29T00:00:00Z,Weston-super-Mare,H,0-1,L,NA,WLP,NA,19,15,0,1,NA,Arnold Rodgers,NA,league,0,22,1.4666666666666666
1975/76,1975-12-03T00:00:00Z,Mangotsfield United,A,2-1,W,"John Allen, Trevor Rhodes",WLP,NA,20,16,2,1,NA,Arnold Rodgers,NA,league,3,25,1.5625
1975/76,1975-12-06T00:00:00Z,Exeter City Reserves,A,0-1,L,NA,WLP,NA,21,17,0,1,NA,Arnold Rodgers,NA,league,0,25,1.4705882352941178
1975/76,1975-12-13T00:00:00Z,St Lukes College,A,2-1,W,"Philip Gould, Ian Henderson",WLP,NA,22,18,2,1,NA,Arnold Rodgers,NA,league,3,28,1.5555555555555556
1975/76,1975-12-20T00:00:00Z,Bideford,H,3-1,W,"OG, John Allen, Trevor Rhodes",WLP,NA,23,19,3,1,NA,Arnold Rodgers,NA,league,3,31,1.631578947368421
1975/76,1975-12-26T00:00:00Z,Paulton Rovers,H,0-1,L,NA,WLP,NA,24,20,0,1,NA,Arnold Rodgers,NA,league,0,31,1.55
1975/76,1975-12-27T00:00:00Z,Taunton Town,H,0-1,L,NA,WLP,NA,25,21,0,1,NA,Arnold Rodgers,NA,league,0,31,1.4761904761904763
1975/76,1976-01-01T00:00:00Z,Paulton Rovers,A,2-1,W,Philip Gould 2,WLP,NA,26,22,2,1,NA,Roger Brown (caretaker),NA,league,3,34,1.5454545454545454
1975/76,1976-01-03T00:00:00Z,Bridgwater Town,A,0-1,L,NA,WLP,NA,27,23,0,1,NA,Roger Brown (caretaker),NA,league,0,34,1.4782608695652173
1975/76,1976-01-11T00:00:00Z,St Lukes College,H,2-1,W,"Ian Henderson, Philip Gould",WLP,NA,28,24,2,1,NA,Roger Brown (caretaker),NA,league,3,37,1.5416666666666667
1975/76,1976-01-17T00:00:00Z,Barnstaple Town,A,1-1,D,Philip Gould,WLP,NA,29,25,1,1,NA,Roger Brown (caretaker),NA,league,1,38,1.52
1975/76,1976-01-24T00:00:00Z,Dawlish,H,0-1,L,NA,WLP,NA,30,26,0,1,NA,Roger Brown (caretaker),NA,league,0,38,1.4615384615384615
1975/76,1976-01-31T00:00:00Z,Chippenham Town,H,2-1,W,Ian Henderson,WLP,NA,31,27,2,1,NA,Roger Brown (caretaker),NA,league,3,41,1.5185185185185186
1975/76,1976-02-07T00:00:00Z,Westland-Yeovil,A,2-1,W,"Philip Gould, John Allen",WLP,NA,32,28,2,1,NA,Roger Brown (caretaker),NA,league,3,44,1.5714285714285714
1975/76,1976-02-14T00:00:00Z,Frome Town,A,1-1,D,Philip Gould,SPC,2,33,1,1,1,NA,Roger Brown (caretaker),NA,cup,NA,NA,NA
1975/76,1976-02-28T00:00:00Z,Exeter City Reserves,H,2-1,W,"Ray Hendy, Philip Gould",WLP,NA,34,29,2,1,NA,Arthur Ladd,NA,league,3,47,1.6206896551724137
1975/76,1976-03-06T00:00:00Z,Tiverton Town,A,1-1,D,Dennis O’Meara,WLP,NA,35,30,1,1,NA,Arthur Ladd,NA,league,1,48,1.6
1975/76,1976-03-20T00:00:00Z,Dawlish,A,1-1,D,Dennis O’Meara,WLP,NA,36,31,1,1,NA,Arthur Ladd,NA,league,1,49,1.5806451612903225
1975/76,1976-03-27T00:00:00Z,Exmouth Town,H,2-1,W,Philip Gould 2,WLP,NA,37,32,2,1,NA,Arthur Ladd,NA,league,3,52,1.625
1975/76,1976-04-03T00:00:00Z,Keynsham Town,A,1-1,D,Philip Gould,WLP,NA,38,33,1,1,NA,Arthur Ladd,NA,league,1,53,1.606060606060606
1975/76,1976-04-10T00:00:00Z,Barnstaple Town,H,3-1,W,"John Allen 2, Philip Gould",WLP,NA,39,34,3,1,NA,Arthur Ladd,NA,league,3,56,1.6470588235294117
